ID_Ticket,Fecha,Dia_Semana,Hora_Dia,Monto_Total,Cantidad_Items,Para_Llevar,Tiempo_Permanencia_Min,Metodo_Pago
T1283,2026-08-15,6,18,13.6,2,0,37.0,Efectivo
T1284,2026-08-15,6,19,101.0,4,0,72.0,Yape
T1285,2026-08-15,6,19,101.2,4,0,71.0,Plin
T1286,2026-08-15,6,20,97.0,5,0,,Tarjeta
T1287,2026-08-15,6,20,103.2,5,0,63.0,Plin
T1288,2026-08-15,6,21,98.2,9,0,84.0,Tarjeta
T1289,2026-08-15,6,21,73.6,7,0,51.0,Tarjeta
T1290,2026-08-15,6,21,63.9,6,0,59.0,
T1291,2026-08-15,6,21,85.4,4,0,47.0,Tarjeta
T1292,2026-08-16,7,12,28.9,1,0,28.0,Yape
T1293,2026-08-16,7,15,9.5,1,0,5.0,Yape
T1294,2026-08-16,7,17,9.1,1,0,21.0,Tarjeta
T1295,2026-08-16,7,17,11.1,2,0,27.0,Yape
T1296,2026-08-16,7,19,63.7,7,0,59.0,Efectivo
T1297,2026-08-16,7,21,97.9,5,0,50.0,Tarjeta
T1298,2026-08-17,1,7,14.5,3,0,13.0,Efectivo
T1299,2026-08-17,1,8,19.5,2,0,21.0,Plin
T1300,2026-08-17,1,9,12.1,2,0,32.0,Tarjeta
T1301,2026-08-17,1,9,13.5,3,0,17.0,Efectivo
T1302,2026-08-17,1,14,36.6,4,0,32.0,Tarjeta
T1303,2026-08-17,1,15,16.3,1,0,38.0,Efectivo
T1304,2026-08-17,1,16,5.0,1,0,32.0,Efectivo
T1305,2026-08-17,1,16,10.4,1,0,25.0,Yape
T1306,2026-08-17,1,17,12.6,2,0,34.0,Yape
T1307,2026-08-17,1,17,7.1,2,1,4.0,Tarjeta
T1308,2026-08-17,1,18,5.4,2,0,46.0,Plin
T1309,2026-08-17,1,18,8.5,1,0,30.0,Efectivo
T1310,2026-08-18,2,7,13.5,2,0,12.0,Yape
T1311,2026-08-18,2,7,16.4,2,1,4.0,Yape
T1312,2026-08-18,2,8,17.6,3,0,30.0,Efectivo
T1313,2026-08-18,2,8,17.6,3,1,6.0,Yape
T1314,2026-08-18,2,9,10.6,1,0,18.0,Tarjeta
T1315,2026-08-18,2,13,37.9,3,0,39.0,Tarjeta
T1316,2026-08-18,2,14,28.6,4,0,37.0,Plin
T1317,2026-08-18,2,14,40.1,4,0,30.0,Efectivo
T1318,2026-08-18,2,14,23.5,3,0,34.0,Efectivo
T1319,2026-08-18,2,15,8.0,2,0,16.0,Plin
T1320,2026-08-18,2,20,89.7,4,0,83.0,Yape
T1321,2026-08-18,2,22,10.7,2,0,16.0,Plin
T1322,2026-08-19,3,7,19.1,1,1,4.0,Efectivo
T1323,2026-08-19,3,7,14.9,1,0,26.0,Efectivo
T1324,2026-08-19,3,9,18.2,2,1,6.0,Tarjeta
T1325,2026-08-19,3,9,20.5,3,1,4.0,Yape
T1326,2026-08-19,3,9,13.7,1,0,9.0,Efectivo
T1327,2026-08-19,3,9,12.5,1,0,22.0,Yape
T1328,2026-08-19,3,9,11.8,3,1,4.0,Yape
T1329,2026-08-19,3,9,21.6,1,0,14.0,Yape
T1330,2026-08-19,3,9,12.4,1,0,24.0,Plin
T1331,2026-08-19,3,13,42.9,3,0,45.0,Tarjeta
T1332,2026-08-19,3,14,30.4,3,1,,Efectivo
T1333,2026-08-19,3,15,10.5,1,0,42.0,Tarjeta
T1333,2026-08-19,3,15,10.5,1,0,42.0,Tarjeta
T1334,2026-08-19,3,15,7.1,1,1,5.0,Plin
T1335,2026-08-19,3,16,9.6,1,1,6.0,Yape
T1336,2026-08-19,3,16,12.9,2,1,6.0,Efectivo
T1337,2026-08-19,3,17,8.3,2,0,31.0,Efectivo
T1338,2026-08-19,3,18,6.7,1,0,9.0,Plin
T1339,2026-08-19,3,21,137.3,7,1,8.0,Efectivo
T1340,2026-08-20,4,7,19.3,3,0,9.0,Efectivo
T1341,2026-08-20,4,8,15.4,1,0,30.0,Efectivo
T1342,2026-08-20,4,8,13.0,3,0,31.0,Tarjeta
T1343,2026-08-20,4,9,16.3,1,1,3.0,Plin
T1344,2026-08-20,4,9,29.2,2,0,31.0,Efectivo
T1345,2026-08-20,4,10,16.5,3,0,20.0,Efectivo
T1346,2026-08-20,4,10,18.9,1,0,27.0,Tarjeta
T1347,2026-08-20,4,12,36.3,4,1,7.0,Tarjeta
T1348,2026-08-20,4,12,31.9,2,0,28.0,Plin
T1349,2026-08-20,4,13,36.9,4,1,8.0,Tarjeta
T1350,2026-08-20,4,13,26.9,3,0,42.0,Yape
T1351,2026-08-20,4,13,32.4,4,0,36.0,Efectivo
T1352,2026-08-20,4,16,9.0,1,0,24.0,Tarjeta
T1353,2026-08-20,4,16,10.4,2,0,37.0,Yape
T1354,2026-08-20,4,17,15.8,2,0,32.0,Yape
T1355,2026-08-20,4,17,15.9,2,0,19.0,Tarjeta
T1356,2026-08-20,4,17,13.9,2,0,,Efectivo
T1357,2026-08-20,4,18,25.0,2,1,4.0,Yape
T1358,2026-08-20,4,22,96.7,9,0,75.0,Yape
T1359,2026-08-21,5,7,17.1,3,0,28.0,Tarjeta
T1360,2026-08-21,5,8,13.3,2,0,25.0,Yape
T1361,2026-08-21,5,8,23.6,1,0,26.0,Efectivo
T1362,2026-08-21,5,13,35.6,3,0,39.0,Efectivo
T1363,2026-08-21,5,13,25.9,4,1,7.0,Efectivo
T1364,2026-08-21,5,13,34.7,4,0,52.0,Efectivo
T1365,2026-08-21,5,15,9.5,1,1,3.0,Plin
T1366,2026-08-21,5,16,13.9,2,1,4.0,Yape
T1367,2026-08-21,5,16,10.1,2,1,5.0,Yape
T1368,2026-08-21,5,18,15.2,1,0,37.0,Tarjeta
T1369,2026-08-21,5,18,14.7,1,0,20.0,Efectivo
T1370,2026-08-21,5,20,71.7,8,0,75.0,Efectivo
T1371,2026-08-21,5,20,72.1,8,0,37.0,Tarjeta
T1372,2026-08-21,5,20,74.8,7,1,3.0,Efectivo
T1373,2026-08-21,5,21,83.4,5,0,65.0,Tarjeta
T1374,2026-08-21,5,21,54.5,9,0,86.0,Efectivo
T1375,2026-08-21,5,21,90.1,6,0,79.0,Tarjeta
T1376,2026-08-21,5,22,90.0,8,0,56.0,Tarjeta
T1377,2026-08-22,6,15,13.3,2,0,28.0,Yape
T1378,2026-08-22,6,16,13.3,2,0,30.0,Yape
T1379,2026-08-22,6,16,7.9,2,0,18.0,Efectivo
T1380,2026-08-22,6,17,10.5,2,0,36.0,Efectivo
T1381,2026-08-22,6,17,5.0,1,0,38.0,Efectivo
T1382,2026-08-22,6,17,5.0,2,0,10.0,Yape
T1383,2026-08-22,6,19,105.0,7,0,63.0,Efectivo
T1384,2026-08-22,6,20,92.9,7,0,75.0,Plin
T1385,2026-08-22,6,20,89.6,4,0,60.0,Tarjeta
T1386,2026-08-22,6,20,72.1,4,0,98.0,Efectivo
T1387,2026-08-22,6,20,116.3,8,0,58.0,Plin
T1388,2026-08-22,6,20,122.5,9,0,92.0,Efectivo
T1389,2026-08-22,6,20,75.4,4,0,93.0,Efectivo
T1390,2026-08-22,6,21,73.7,7,0,90.0,Tarjeta
T1391,2026-08-22,6,21,63.3,7,0,65.0,Efectivo
T1392,2026-08-22,6,21,95.0,8,0,76.0,Plin
T1393,2026-08-22,6,22,73.0,4,0,80.0,Efectivo
T1394,2026-08-22,6,22,70.0,4,0,61.0,Yape
T1395,2026-08-22,6,22,70.8,4,0,69.0,Yape
T1396,2026-08-23,7,13,24.5,8,0,48.0,Efectivo
T1397,2026-08-23,7,16,15.8,1,0,23.0,Tarjeta
T1398,2026-08-23,7,17,9.6,1,1,3.0,Efectivo
T1399,2026-08-23,7,19,101.4,9,0,90.0,Tarjeta
T1400,2026-08-23,7,20,86.1,4,0,82.0,Yape
T1401,2026-08-23,7,21,108.5,4,0,56.0,Yape
T1402,2026-08-23,7,21,80.2,4,1,5.0,Tarjeta
T1403,2026-08-24,1,8,20.0,1,1,5.0,Efectivo
T1404,2026-08-24,1,8,19.6,3,0,7.0,Plin
T1405,2026-08-24,1,8,13.0,1,0,23.0,Yape
T1406,2026-08-24,1,8,21.5,1,0,23.0,Efectivo
T1407,2026-08-24,1,8,18.5,1,0,19.0,Tarjeta
T1408,2026-08-24,1,9,10.7,1,1,5.0,Efectivo
T1409,2026-08-24,1,9,15.7,3,1,3.0,Yape
T1410,2026-08-24,1,10,15.0,3,1,5.0,Plin
T1411,2026-08-24,1,12,33.3,2,0,32.0,Efectivo
T1412,2026-08-24,1,13,32.0,2,0,43.0,Efectivo
T1413,2026-08-24,1,14,35.1,4,0,26.0,Plin
T1414,2026-08-24,1,15,38.8,3,0,32.0,Efectivo
T1415,2026-08-24,1,16,11.4,1,1,4.0,Plin
T1416,2026-08-24,1,16,10.5,2,0,6.0,Tarjeta
T1417,2026-08-24,1,17,13.7,2,0,19.0,Tarjeta
T1418,2026-08-25,2,8,18.7,3,0,15.0,Plin
T1419,2026-08-25,2,10,17.3,3,0,20.0,Efectivo
T1420,2026-08-25,2,10,23.1,3,0,16.0,Tarjeta
T1421,2026-08-25,2,12,37.5,2,1,4.0,Yape
T1422,2026-08-25,2,12,8.1,3,0,43.0,Yape
T1423,2026-08-25,2,13,29.2,3,0,50.0,Tarjeta
T1424,2026-08-25,2,17,12.6,2,0,37.0,
T1425,2026-08-25,2,18,13.4,2,0,16.0,Tarjeta
T1426,2026-08-26,3,7,18.7,3,0,24.0,Efectivo
T1427,2026-08-26,3,7,20.5,2,0,26.0,Tarjeta
T1428,2026-08-26,3,8,15.9,2,0,15.0,Yape
T1429,2026-08-26,3,8,17.9,2,0,22.0,Yape
T1430,2026-08-26,3,8,21.1,3,0,33.0,Yape
T1431,2026-08-26,3,8,15.4,1,0,21.0,Tarjeta
T1432,2026-08-26,3,8,13.4,3,1,5.0,Plin
T1433,2026-08-26,3,9,19.3,3,0,21.0,Efectivo
T1434,2026-08-26,3,9,15.3,3,1,5.0,Plin
T1435,2026-08-26,3,9,21.5,3,1,3.0,Efectivo
T1436,2026-08-26,3,12,29.4,4,0,37.0,Efectivo
T1437,2026-08-26,3,12,38.8,3,0,37.0,Plin
T1438,2026-08-26,3,13,38.3,2,1,7.0,Tarjeta
T1439,2026-08-26,3,14,-15.0,4,0,58.0,Efectivo
T1440,2026-08-26,3,15,11.5,2,0,32.0,Efectivo
T1441,2026-08-26,3,17,6.6,2,1,2.0,Efectivo
T1442,2026-08-26,3,18,11.8,1,0,27.0,Yape
T1443,2026-08-26,3,18,14.4,1,1,5.0,Yape
T1443,2026-08-26,3,18,14.4,1,1,5.0,Yape
T1444,2026-08-26,3,18,9.6,2,0,33.0,Efectivo
T1445,2026-08-27,4,7,18.0,2,0,27.0,Yape
T1446,2026-08-27,4,7,13.9,2,0,32.0,Efectivo
T1447,2026-08-27,4,7,16.1,3,0,22.0,Efectivo
T1448,2026-08-27,4,9,12.1,2,0,35.0,Efectivo
T1449,2026-08-27,4,10,12.8,2,0,26.0,Tarjeta
T1450,2026-08-27,4,12,34.3,3,0,43.0,Efectivo
T1451,2026-08-27,4,12,31.8,2,1,6.0,Tarjeta
T1452,2026-08-27,4,13,39.0,3,0,45.0,Efectivo
T1453,2026-08-27,4,13,37.9,2,0,41.0,Tarjeta
T1454,2026-08-27,4,14,40.8,2,0,40.0,Yape
T1455,2026-08-27,4,14,37.9,2,0,35.0,Tarjeta
T1456,2026-08-27,4,16,10.8,2,0,39.0,Efectivo
T1457,2026-08-27,4,16,8.1,1,1,4.0,Yape
T1458,2026-08-27,4,17,7.5,1,0,2.0,Efectivo
T1459,2026-08-27,4,17,10.5,1,0,35.0,Efectivo
T1460,2026-08-27,4,18,38.9,4,0,39.0,Tarjeta
T1461,2026-08-27,4,20,-8.5,5,0,58.0,Tarjeta
T1462,2026-08-27,4,20,90.2,7,0,88.0,Plin
T1463,2026-08-27,4,21,86.0,8,0,83.0,Tarjeta
T1464,2026-08-28,5,7,19.6,2,0,21.0,Tarjeta
T1465,2026-08-28,5,8,14.1,2,0,29.0,Efectivo
T1466,2026-08-28,5,9,11.9,1,0,18.0,Efectivo
T1467,2026-08-28,5,10,17.5,2,1,4.0,Plin
T1468,2026-08-28,5,13,39.4,3,0,42.0,Efectivo
T1469,2026-08-28,5,13,36.8,2,0,52.0,Yape
T1470,2026-08-28,5,13,34.9,4,0,46.0,Efectivo
T1471,2026-08-28,5,13,26.9,2,0,49.0,Efectivo
T1472,2026-08-28,5,13,33.6,4,1,8.0,Efectivo
T1473,2026-08-28,5,13,36.2,2,0,37.0,Efectivo
T1474,2026-08-28,5,14,39.7,4,0,39.0,Yape
T1475,2026-08-28,5,14,27.7,2,0,58.0,Yape
T1476,2026-08-28,5,14,32.9,4,0,38.0,Efectivo
T1477,2026-08-28,5,14,32.7,2,1,9.0,Tarjeta
T1478,2026-08-28,5,15,5.2,2,0,38.0,Yape
T1479,2026-08-28,5,17,10.3,1,0,44.0,Tarjeta
T1480,2026-08-28,5,17,13.2,2,0,27.0,Efectivo
T1481,2026-08-28,5,17,10.9,2,1,5.0,Efectivo
T1482,2026-08-28,5,17,8.6,2,0,35.0,Efectivo
T1483,2026-08-28,5,19,121.6,7,0,98.0,Tarjeta
T1484,2026-08-28,5,20,75.4,8,1,15.0,Plin
T1485,2026-08-28,5,21,94.7,8,0,68.0,Tarjeta
T1486,2026-08-28,5,21,93.4,6,0,72.0,Yape
T1487,2026-08-28,5,22,91.8,7,0,75.0,Tarjeta
T1488,2026-08-28,5,22,76.3,7,0,34.0,Plin
T1489,2026-08-28,5,22,110.7,4,0,43.0,Tarjeta
T1490,2026-08-29,6,15,8.5,1,0,41.0,Efectivo
T1491,2026-08-29,6,16,5.7,2,1,4.0,Tarjeta
T1492,2026-08-29,6,16,6.7,1,0,23.0,Efectivo
T1493,2026-08-29,6,17,16.3,2,0,23.0,Efectivo
T1494,2026-08-29,6,17,12.9,2,0,27.0,Efectivo
T1495,2026-08-29,6,19,96.9,5,1,9.0,Plin
T1496,2026-08-29,6,20,81.3,6,0,95.0,Efectivo
T1497,2026-08-29,6,20,68.5,6,0,,Tarjeta
T1498,2026-08-29,6,20,90.3,4,0,48.0,Yape
T1499,2026-08-29,6,21,50.0,6,0,55.0,Yape
T1500,2026-08-29,6,21,70.4,9,0,81.0,Efectivo
T1501,2026-08-29,6,21,15.6,8,0,50.0,Plin
T1502,2026-08-29,6,22,84.6,5,0,58.0,Plin
T1503,2026-08-29,6,22,97.6,6,0,68.0,Efectivo
T1504,2026-08-30,7,13,6.5,1,0,40.0,Efectivo
T1505,2026-08-30,7,13,34.6,3,0,43.0,Tarjeta
T1506,2026-08-30,7,20,67.5,4,0,23.0,Tarjeta
T1507,2026-08-30,7,20,102.0,6,0,54.0,Tarjeta
T1508,2026-08-30,7,21,51.2,7,0,66.0,Plin
